,MF: KIRC,MF: BRCA,MF: READ,MF: PRAD,MF: STAD,MF: HNSC,MF: LUAD,MF: THCA,MF: BLCA,MF: ESCA,MF: LIHC,MF: UCEC,MF: COAD,MF: LUSC,MF: CESC,MF: KIRP,METH: KIRC,METH: BRCA,METH: READ,METH: PRAD,METH: STAD,METH: HNSC,METH: LUAD,METH: THCA,METH: BLCA,METH: ESCA,METH: LIHC,METH: UCEC,METH: COAD,METH: LUSC,METH: CESC,METH: KIRP,GE: KIRC,GE: BRCA,GE: READ,GE: PRAD,GE: STAD,GE: HNSC,GE: LUAD,GE: THCA,GE: BLCA,GE: ESCA,GE: LIHC,GE: UCEC,GE: COAD,GE: LUSC,GE: CESC,GE: KIRP,ohnolog,essentiality_percentage,essentiality_oneCellLine,expressed_tissues_rnaseq,ppin_degree,ppin_hub,ppin_betweenness,ppin_clustering,complexes,mirna,ollivier_mean,ollivier_std,ollivier_min,ollivier_max,ollivier_median,ollivier_degree,forman_mean,forman_std,forman_min,forman_max,forman_median,forman_degree,positive_curvature_degree,negative_curvature_degree,curvature_homophily,labels
GTF2E2,-0.31004956,-0.15652683,-0.36630076,0.38289255,-0.69487053,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.0032313168,-0.6455928,-0.40537044,-0.5805805,-0.5959015,-0.5888367,-0.5173195,-0.5492176,-0.48646617,-0.5952633,-0.47540653,-0.535429,-0.34832186,-0.5165983,-0.60377836,-0.48318726,-0.44885442,-0.4984097,-0.52323806,-0.5718638,-0.41323492,-0.48030794,-0.7886557,-0.49338958,-0.57116395,-0.8343495,-0.44545957,-0.30752861,-0.27854705,-0.62028223,-0.43018332,-0.46875027,-0.49958342,-0.14223686,-0.2870016,-0.75308126,-0.19302037,-0.82917017,1.2032003,0.6653069,0.7038051,0.56239367,1.7305322,-0.18985619,0.61845386,1.9814967,-0.1451893,0.39248118,0.13699393,0.30265594,0.84658635,0.48814124,0.5623937,0.35314187,0.3789067,0.09422553,0.731447,0.52284235,0.5623937,0.53990084,0.28758362,0.09442092,0.0
HEATR1,-0.31004956,1.4875451,-0.36630076,0.3810189,1.1089349,0.48959714,1.13499,0.66286206,1.168411,-0.43505645,-0.5232038,1.4167756,0.83473957,-0.40537044,0.23256674,0.3273874,-0.4491266,-0.38948002,-0.37582847,-0.5065887,-0.55352336,-0.4814839,-0.47867998,-0.42460182,-0.40114728,-0.60351735,-0.47274366,-0.44173393,-0.503367,-0.4202482,-0.5378878,-0.4593048,-0.55249727,-0.63035256,0.310225,-0.66306615,0.9133282,-0.31657162,0.14579418,-0.5436506,-0.5446594,0.19562453,0.57459384,-0.5458828,0.40282294,0.089324,-0.34349933,-0.60997665,-0.82917017,2.9996846,0.6653069,0.7038051,1.1777548,1.7305322,-0.048819233,0.24433331,-0.17448731,-0.6551869,0.46198604,0.29728323,-0.2672546,0.7557563,0.13771969,1.1777546,0.3520351,0.7252811,-2.4161346,0.9810896,-0.048990507,1.1777546,1.6919396,-0.16634625,0.8992135,0.0
INS,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.74412304,-0.6455928,-0.40537044,-0.5805805,0.33179545,1.6938064,-0.5552378,2.850951,1.4402748,2.2494082,3.4284892,2.5861936,1.3356576,2.158844,2.63692,4.2092543,2.4408355,1.8638104,3.513303,1.9329066,0.5451888,-0.69468766,-0.79775774,-0.8127217,-0.8200052,-0.83866435,-0.774365,-0.8368895,-0.7414457,-0.82874537,-0.7944824,-0.85164565,-0.84370196,-0.82285285,-0.8822633,-0.81575817,-0.6709902,-0.82917017,-0.44095284,0.6653069,0.5101375,2.316827,1.7305322,5.5548215,-1.0665796,-0.2724866,-0.34918836,-1.4318427,-0.13662133,-1.4166436,-1.153322,-1.4282099,2.316827,-1.2520913,0.3879385,-1.2362975,-0.59165883,-1.32152,2.316827,-0.54231733,4.9702287,-1.4356256,0.0
PSMA7,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.6517486,-0.51688725,-0.4201376,0.3619394,-0.43505645,-0.5232038,-0.4990804,-0.6455928,-0.40537044,-0.5805805,-0.5959015,-0.5537442,-0.5268416,-0.480579,-0.5422963,-0.61475277,-0.5533073,-0.54556483,-0.44245717,-0.5896495,-0.5829795,-0.5466357,-0.516265,-0.5180074,-0.5397108,-0.54654443,-0.5381311,-0.68595994,-0.2959365,0.41078824,-0.5260355,-0.2433987,-0.30281866,-0.4781779,-0.4877244,-0.11454101,0.30441117,-0.49551046,-0.20270145,0.2629874,-0.32313225,-0.40932405,-0.51100713,1.2060251,2.314834,0.6653069,0.7038051,2.133528,1.7305322,0.34887508,-0.3392987,0.80550545,-0.17918916,-0.12597068,0.7025478,-0.61522275,0.62807095,-0.3083183,2.133528,-0.4533892,1.4525441,-1.7556823,1.4803748,-0.62887734,2.133528,1.2555612,2.1749763,0.40287006,0.0
MRPS35,-0.31004956,-0.15787762,-0.36630076,-0.4674756,-0.22528887,-0.2663046,-0.51688725,0.6598991,0.3624467,-0.43505645,0.46457615,-0.74412304,-0.6455928,-0.40537044,-0.5805805,-0.5959015,-0.50213873,-0.5782433,-0.49050102,-0.5308681,-0.64588434,-0.5625062,-0.54754966,-0.46458897,-0.58052427,-0.6077744,-0.5023825,-0.52702326,-0.50427294,-0.5306675,-0.56636405,-0.5408029,-0.12750283,-0.32568058,-0.58337075,-0.27982286,0.085614115,-0.6130585,-0.083349355,-0.49863717,-0.6624365,-0.2935055,-0.77778316,-0.50917774,-0.35360637,-0.21054637,-0.7140527,-0.50987035,-0.82917017,2.346331,0.6653069,0.7038051,0.5100226,1.7305322,-0.19643828,1.3329164,0.11951055,-0.6551869,1.6680841,-0.6755062,1.2023052,0.9255178,1.6526772,0.5100226,1.3166517,-0.80804014,1.0720798,0.7148042,1.1752151,0.5100226,0.9937343,-0.42914775,0.72878236,0.0
LSM5,-0.31004956,-0.48673418,-0.36630076,-0.4674756,0.6864686,-0.6517486,-0.51688725,-0.4201376,-0.46643153,1.1668091,0.4623347,-0.25471038,-0.6455928,-0.40537044,-0.5805805,-0.5959015,-0.576354,-0.45930517,-0.51890093,-0.4779079,-0.5280344,-0.56345093,-0.45809507,-0.42589143,-0.60055685,-0.5049568,-0.55455345,-0.52291834,-0.49186996,-0.5064937,-0.4738428,-0.43030867,-0.5146775,-0.49286276,-0.16503611,-0.3461693,0.16482924,-0.16322711,-0.008521212,-0.48502967,-0.023089675,0.11538183,-0.76398176,-0.28458092,0.08341182,0.20726256,-0.4690103,-0.05321042,-0.82917017,2.6532776,0.6653069,0.7038051,1.6752806,1.7305322,-0.0553701,0.90787375,0.021511242,-0.6891867,0.97605234,0.47139704,-0.46067405,0.89108664,1.194249,1.6752806,1.253759,0.35190228,0.19682008,1.4470891,1.4248886,1.6752806,2.1108627,0.16812839,0.1998055,0.0
ATG14,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,0.85145557,0.038832568,0.66288346,-0.46643153,-0.43505645,-0.5232038,0.48450142,-0.6455928,1.1520761,0.23826681,-0.5959015,-0.48210952,-0.5784329,-0.5116541,-0.4079709,-0.58922565,-0.4680957,-0.5552877,-0.44055438,-0.4999633,-0.6062642,-0.4996408,-0.47596094,-0.49821252,-0.44414195,-0.55785996,-0.35830596,-0.6328758,-0.061390094,-0.7127971,-0.35120952,-0.6802942,-0.5756674,-0.6610174,-0.37636068,-0.47665608,-0.61885726,-0.08036232,-0.08069513,-0.6444229,-0.86982346,-0.3346751,-0.37944457,-0.82917017,-0.34537956,0.6653069,0.7038051,-0.34100848,-0.5778569,-0.15275505,-0.057545993,0.021511242,0.50080764,-0.55612415,0.7605934,-1.1714987,-0.25747982,-0.4756448,-0.34100848,0.3591673,-0.3121123,0.23529303,0.032447696,0.30538478,-0.34100848,-0.367766,-0.118564166,0.79391295,0.0
CCNB2,3.321747,-0.16548117,1.7965448,-0.4674756,-0.69487053,-0.6517486,-0.51688725,-0.4201376,-0.46643153,1.1715724,-0.5232038,-0.74412304,-0.14177844,-0.40537044,-0.5805805,1.2568997,-0.5524979,-0.48920706,-0.5126985,-0.49191874,-0.54292274,-0.49630967,-0.48579052,-0.22198698,-0.5384083,-0.49854788,-0.42534974,-0.48538142,-0.48247653,-0.47953156,-0.5468071,-0.4676075,1.1894509,2.6488733,-0.19535647,1.2675802,1.2531374,0.8174137,3.0700827,0.84032,3.0932941,1.8831711,4.431739,3.7853575,0.37072694,3.202087,3.6251082,1.0264323,1.2060251,1.2556579,0.6653069,-0.32908916,1.950229,1.7305322,0.18833512,-0.5541104,-0.07648803,-0.6551869,-0.42492276,0.23064347,-0.732816,0.06963832,-0.31490037,1.950229,-0.44044244,0.41397274,-0.4604262,0.831304,-0.6127694,1.950229,1.1159202,2.03163,0.47340113,0.0
RPL36AL,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.6517486,-0.51688725,0.66359603,-0.46643153,-0.43505645,-0.5232038,-0.74412304,-0.6455928,-0.40537044,-0.5805805,-0.5959015,-0.53091085,-0.574122,-0.51318574,-0.5007249,-0.60115236,-0.56215066,-0.5863052,-0.465889,-0.56740826,-0.5909912,-0.5653173,-0.48737463,-0.5062438,-0.49733084,-0.56257737,-0.50876576,-0.41408485,-0.4338821,-0.30576622,-0.75385517,-0.22118069,-0.474324,-0.6014121,-0.5722436,-0.2873085,-0.5744045,-0.58374566,0.06232914,-0.4307657,-0.40802976,-0.2010922,-0.62671405,-0.82917017,-0.13395993,0.6653069,0.7038051,1.8193012,1.7305322,-0.16364937,0.5220164,0.80550545,-0.72318655,0.7857123,0.18425474,0.022768846,0.86278397,0.71558404,1.8193012,0.8648284,0.8702456,-1.8326283,1.521982,0.708084,1.8193012,2.4425104,-0.02299998,0.37169823,0.0
POLR3F,-0.31004956,-0.15718563,-0.36630076,-0.4674756,-0.69487053,0.119579054,-0.51688725,-0.4201376,-0.46643153,-0.43505645,0.46456727,-0.003635439,-0.6455928,-0.40537044,-0.5805805,-0.5959015,-0.51519674,-0.5577513,-0.4059697,-0.37214425,-0.60090774,-0.42538476,-0.5617679,-0.33982825,-0.529159,-0.39307034,-0.52394295,-0.47087544,-0.3131844,-0.3727767,-0.4980789,-0.4171629,-0.64664274,-0.69142616,-0.18076873,-0.64118487,-0.14667726,-0.6135801,-0.82605976,0.00593133,-0.70041835,-0.6243914,0.011157095,-0.6427841,-0.18205433,-0.58590984,-0.58099246,-0.5358216,-0.82917017,0.13981038,0.6653069,0.5746932,-0.14461666,-0.5778569,-0.19568971,0.7336795,-0.17448731,0.94280547,0.4707672,0.8794717,0.09622916,0.8289218,0.6768916,-0.14461668,0.2108889,0.7764913,-0.19432162,0.26544747,0.4664645,-0.14461668,-0.14084928,-0.07078207,0.34494045,0.0
MCM6,0.4167091,0.5043722,-0.36630076,1.2325722,0.25509694,0.11879087,0.58834803,-0.4201376,0.36128926,-0.43505645,1.4512986,-0.00990112,-0.14262123,-0.40537044,0.26446867,2.1851492,-0.23220378,-0.46862203,-0.47489065,-0.5460016,-0.63075864,-0.0009291342,-0.19659412,-0.1981398,-0.3715926,-0.3176543,-0.37031862,-0.37347347,-0.48793492,-0.19400465,-0.20020948,-0.2039698,-0.33686343,0.03608675,-0.033668276,-0.33858633,0.46295762,0.3638051,0.7440983,0.3510077,0.27270094,0.6057642,1.829816,-0.09282151,0.18169178,0.65135586,0.4493001,-0.46279505,-0.82917017,2.0410225,0.6653069,0.63924915,0.19579574,1.7305322,0.03992518,0.027511625,0.9035047,-0.62118703,-0.06836739,0.6468516,-0.3727852,0.2620847,-0.21056972,0.19579574,-0.35972407,2.3707838,-2.6084995,0.2820903,0.08792722,0.19579574,0.10352257,0.21591048,0.52617395,0.0
SMC5,1.1432012,0.17273135,1.755216,-0.4674756,-0.69487053,-0.26728806,-0.51688725,0.64753497,-0.46643153,-0.43505645,0.46234962,0.9701319,-0.14159308,1.1572955,1.0923281,2.1829453,-0.31810963,-0.3706356,-0.4747244,-0.25085554,-0.45510307,-0.49843094,-0.41104606,-0.2988837,-0.37214974,-0.35513988,-0.060530275,-0.4566724,-0.37040192,-0.08993507,-0.48877606,-0.16964312,-0.6237229,-0.21453685,-0.44909588,-0.2278312,-0.16962838,-0.5495406,-0.37236568,-0.31081143,-0.43138328,-0.664727,-0.53674674,-0.35794404,-0.6044857,-0.6020424,-0.6799997,-0.6067981,-0.82917017,1.4932158,0.6653069,0.7038051,-0.4195652,-0.5778569,-0.19504352,0.24075206,-0.46848515,-0.24718882,-0.3664024,0.63966024,-0.16094504,0.19654511,-0.7428357,-0.4195652,0.06534605,-0.056353718,0.36033013,0.04076912,0.06376527,-0.4195652,-0.47249678,-0.118564166,0.75404906,0.0
NDUFAF4,-0.31004956,0.50040674,1.7846565,-0.4674756,-0.69487053,-0.26645148,0.03994621,0.66139436,-0.46643153,-0.43505645,-0.5232038,-0.25196433,0.36268944,-0.40537044,0.26647812,0.33175105,-0.46953022,-0.5124073,-0.41900888,-0.35412288,-0.49801153,-0.555455,-0.5775534,-0.39477113,-0.52383155,-0.5079872,-0.5194781,-0.52962476,-0.46988067,-0.40358296,-0.49138725,-0.48756468,-0.09456796,-0.3787721,-0.49229208,-0.806727,-0.4030752,-0.49062032,-0.81570864,-0.51226187,-0.4802362,-0.49288464,-0.5817989,-0.32666144,-0.32049176,-0.25831535,-0.6800093,-0.45977625,-0.82917017,-0.08575718,0.6653069,0.7038051,0.03868234,-0.5778569,-0.19649075,1.3520501,-0.46848515,-0.7911863,1.4631661,-0.703303,0.9118631,0.94134504,1.3134699,0.038682315,0.99071074,-0.8511463,1.0079582,0.41523302,0.8127858,0.038682315,0.36534956,-0.42914775,1.0122768,0.0
NDUFV2,0.4167808,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.6517486,-0.51688725,0.66349536,0.36190933,-0.43505645,0.46432722,-0.4989223,-0.14644867,-0.40537044,-0.5805805,-0.5959015,-0.4853348,-0.56032246,-0.4449617,-0.5165463,-0.6445601,-0.557917,-0.57524276,-0.41321737,-0.5514215,-0.57436156,-0.5750725,-0.46905676,-0.51303226,-0.47110403,-0.5547249,-0.49618632,-0.4226089,-0.52692336,0.10581728,0.09297667,-0.421848,-0.24435431,-0.54029524,-0.6275962,-0.6559679,-0.53230155,-0.19285916,-0.30467525,-0.13925704,-0.7974021,-0.6536762,-0.53263974,-0.82917017,-0.24687687,0.6653069,0.7038051,0.2350741,1.7305322,-0.18570139,0.828309,0.3155091,-0.34918836,1.3169335,-0.21368417,0.5146598,0.8518299,1.2853622,0.2350741,0.9576756,-0.61232483,0.8540664,0.50676864,0.82083976,0.2350741,0.59226626,-0.38136566,0.63303775,0.0
CFH,0.41600987,1.4926976,-0.36630076,2.9303613,3.0795171,0.50091785,2.2516532,-0.4201376,0.35877165,2.7574165,2.4353647,1.7039138,3.8673277,-0.40537044,-0.5805805,1.2577232,-0.59140253,-0.58059657,-0.55503863,-0.54635394,-0.64721,-0.56381303,-0.5884921,-0.48959172,-0.624069,-0.6098404,-0.57850355,-0.5331182,-0.51803577,-0.59328014,-0.5721813,-0.5508443,-0.29813677,0.9603644,1.4011497,1.2494043,-0.43331787,0.20782429,-0.53807133,-0.23164997,0.9217536,-0.03793291,-0.055807576,-0.46118408,1.0332794,0.029651975,-0.6998084,-0.5383991,-0.82917017,-0.35312876,0.6653069,0.5746932,-0.5897714,-0.5778569,-0.19647191,0.775682,0.021511242,-0.7911863,-0.14469214,0.531425,-0.24611935,-0.08284318,-0.011140206,-0.5897714,-0.04790116,1.2278155,-0.2872979,-0.009159405,0.44230253,-0.5897714,-0.48995194,-0.40525672,0.40679175,0.0
WDR18,-0.31004956,-0.15661818,-0.36630076,-0.4674756,-0.22442727,-0.26652962,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.25257152,-0.14722705,-0.40537044,-0.5805805,-0.5959015,-0.3920009,-0.41093162,-0.3935965,-0.3867642,-0.4030403,-0.4092409,-0.40127,-0.31089464,-0.40675032,-0.42548034,-0.39212856,-0.3893936,-0.41045827,-0.38840944,-0.41021627,-0.35050032,-0.3225077,-0.3281358,-0.32392937,-0.3302296,-0.29631066,-0.32020155,-0.33701876,-0.3169829,-0.3287648,-0.31863725,-0.2840533,-0.32902434,-0.31792724,-0.3332574,-0.34368563,-0.3164589,-0.82917017,1.310303,0.6653069,0.7038051,1.1122909,1.7305322,-0.054546855,0.13909619,-0.07648803,-0.72318655,0.28516808,-0.3322175,-0.7231542,0.5443338,0.052263014,1.1122907,0.06332049,0.53458405,-2.271861,0.7231256,-0.19396222,1.1122907,1.6395742,-0.21412835,0.85254616,0.0
CASP8,0.41290095,1.1632204,-0.36630076,-0.4674756,2.0078886,18.013187,0.006720554,0.6558104,4.4427605,2.754629,0.4568222,1.6355984,-0.14435202,2.6986835,1.9372213,0.32281846,3.5821707,1.8425149,2.4039748,3.790919,0.55615133,5.425361,3.8695457,1.987452,5.68702,3.4863434,2.5599961,6.5832753,0.86216444,3.493076,6.0136757,5.633892,-0.031311214,-0.7474306,-0.14616019,-0.31624666,0.07651447,-0.2195639,-0.4807303,-0.45388696,-0.4972942,0.06091641,-0.021120505,-0.21617591,-0.6812149,-0.57574767,-0.23420964,-0.086292006,1.2060251,-0.50466835,-1.5030656,0.5746932,0.7587856,1.7305322,2.4379876,-1.0534741,3.6474848,0.7048067,-1.4470876,0.29279718,-1.68323,-0.8510044,-1.2409703,0.75878555,-0.49360105,0.22738588,-1.0182841,-0.2088735,-0.42752776,0.75878555,-0.50740707,2.079412,-1.0926983,1.0
MRPS9,-0.31004956,-0.48673418,-0.36630076,-0.4674756,0.2524714,-0.6517486,0.5970034,1.7457132,-0.46643153,-0.43505645,0.46502376,-0.49660134,-0.14452973,-0.40537044,-0.5805805,0.33215293,-0.45911396,-0.4180584,-0.39069664,-0.03944771,-0.41597995,-0.42180887,-0.3061699,-0.31483874,-0.25360373,-0.58855134,-0.52264994,-0.30477163,-0.49833107,-0.5016936,-0.5110508,-0.43655962,-0.25761536,-0.63602465,-0.8041214,-0.50022113,-0.6915522,-0.6053994,-0.61757123,-0.5822766,-0.75035715,-0.75504327,-0.7384447,-0.69284666,-0.768987,-0.4769658,-0.7277641,-0.6470093,-0.82917017,-0.001974915,0.6653069,0.7038051,0.88971335,1.7305322,-0.02844356,0.39728123,0.3155091,-0.7911863,0.4281983,1.5605162,-1.2550049,0.8514125,0.90659547,0.8897134,0.5889564,0.70645964,0.12308025,0.92283964,0.9537305,0.8897134,0.9937343,0.26369256,-0.55239886,0.0
NOTCH3,1.1418523,-0.15646651,-0.36630076,0.38224125,0.7033471,2.4253376,0.59746,-0.4201376,0.3607667,5.9608946,3.411517,2.1692836,2.8422413,-0.40537044,1.9458859,2.1796114,1.5921451,0.100261584,-0.24492793,-0.52429974,2.4440556,-0.47668976,-0.32669437,-0.37387055,0.53304714,-0.18287139,-0.4667145,-0.21012513,0.6102914,-0.42436492,-0.42217442,3.17264,0.567941,-0.6342453,0.647446,-0.46716657,1.3689777,-0.6737033,-0.021844538,0.6259274,-0.45692104,0.973912,2.2580278,-0.61123866,0.7410345,0.22598304,-0.3275001,1.9042516,1.2060251,-0.50466835,-1.5030656,0.5746932,0.33981642,1.7305322,0.79813576,-0.9038752,0.80550545,-0.4851877,-1.2913029,0.5470944,-1.1298643,0.18954502,-1.2770003,0.3398164,-0.63525295,2.1044111,-2.7207122,0.27376887,-0.17785425,0.3398164,-0.40267625,1.1715523,-0.26509708,0.0
TRMT112,-0.31004956,-0.15595709,-0.36630076,-0.4674756,-0.69487053,-0.6517486,0.042025644,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.49880946,-0.6455928,-0.40537044,-0.5805805,0.3314584,-0.4522624,-0.5375539,-0.3821529,-0.49874666,-0.5721499,-0.5495174,-0.57204634,-0.38632706,-0.5054399,-0.5286316,-0.50545394,-0.4545249,-0.49873623,-0.43058056,-0.53777564,-0.52643836,-0.3280666,-0.3247695,0.003541428,-0.8020187,-0.72441727,-0.05391999,-0.41628933,-0.47344878,-0.309384,0.09498002,-0.19373934,-0.82315624,0.31886637,-0.36107317,-0.5157081,-0.35070595,-0.82917017,4.9349246,0.6653069,0.7038051,-0.53740025,-0.5778569,-0.04215165,-0.16892152,-0.46848515,0.50080764,-0.8997369,0.22689189,-0.13226508,0.11877723,-1.0970196,-0.53740025,-0.20994595,0.1500213,0.28338423,-0.017480824,-0.39531183,-0.53740025,-0.54231733,-0.23801939,-1.1714327,0.0
RIPK1,0.4167627,-0.15920845,1.7469367,0.38223478,0.23963998,-0.6517486,0.5852793,-0.4201376,0.3525705,-0.43505645,1.443249,-0.4962265,0.86219203,-0.40537044,-0.5805805,0.32841948,-0.47683847,-0.5773208,-0.47978917,-0.48084462,-0.604955,-0.5037302,-0.38192964,-0.3874275,-0.5407052,-0.53674626,-0.5149684,-0.460481,-0.4503621,-0.49966073,-0.55515015,-0.52414036,-0.45282605,-0.54578835,-0.18005523,-0.6024123,-0.7186883,-0.6637571,-0.5227028,-0.35406598,-0.3478288,-0.45507234,-0.8295452,-0.59425855,-0.06771635,-0.26165602,-0.80911636,-0.48052445,-0.82917017,-0.46678343,0.6653069,0.7038051,0.64095044,1.7305322,0.15860014,-0.7046254,0.021511242,-0.34918836,-0.4932137,0.12095802,-0.51868445,0.147082,-0.4078841,0.64095044,-0.49595165,1.7276249,-2.6020873,0.34034026,-0.1536923,0.64095044,0.1209777,1.004315,0.56974554,0.0
RPL13,-0.31004956,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,0.4626078,-0.74412304,-0.6455928,-0.40537044,-0.5805805,-0.5959015,-0.5261335,-0.57842267,-0.5073063,-0.5221445,-0.64638513,-0.5458465,-0.55814564,-0.36300063,-0.5622654,-0.579242,-0.5735226,-0.4750217,-0.49225244,-0.47677708,-0.5517852,-0.5369638,0.14767414,-0.06462048,-0.31689054,-0.4869765,-0.1784178,-0.14930286,-0.5769382,-0.20482911,-0.50399125,-0.7316916,-0.78309584,0.072326675,-0.4086172,-0.7116475,-0.012868309,-0.09233792,-0.82917017,3.4949665,0.6653069,0.7038051,2.0942497,1.7305322,0.146188,0.2228202,1.3935012,-0.6891867,0.54499984,0.7194497,-0.95369154,0.7568304,0.56253976,2.0942497,0.5839946,1.1172891,-1.82301,1.521982,0.5147884,2.0942497,2.5123308,0.3831478,0.6348669,0.0
XRCC5,0.41537136,-0.48673418,1.7462618,-0.4674756,-0.23484199,0.87373966,0.039196182,2.7976847,0.3565816,-0.43505645,-0.5232038,-0.25926408,-0.6455928,-0.40537044,-0.5805805,0.33037692,2.5423632,-0.3040318,-0.5223373,1.2339953,0.040739182,1.8387809,-0.08760533,-0.37442562,0.015729906,-0.37868285,-0.22105913,2.0385702,-0.0052162767,0.7229384,1.9049958,6.8341312,-0.5583199,-0.7289263,-0.39647484,-0.61889386,-0.43749496,-0.63323903,-0.515627,-0.71242756,-0.69289285,-0.3344098,-0.5694427,-0.6303824,-0.39794388,-0.5983254,-0.79786915,-0.4756096,-0.82917017,0.55610883,0.6653069,0.7038051,0.14342459,-0.5778569,-0.051320054,-0.5077609,4.2354803,-0.043189783,-0.5426969,0.2991753,-0.68104017,0.50275314,-0.6007082,0.1434246,-0.05482912,0.15713342,-0.41554108,0.39026877,-0.05704449,0.1434246,-0.22812495,0.57427615,0.5938994,0.0
RPS27,0.4172565,-0.48673418,-0.36630076,0.38298854,-0.69487053,-0.6517486,-0.51688725,-0.4201376,-0.46643153,-0.43505645,-0.5232038,-0.49608955,-0.6455928,-0.40537044,0.26752263,0.33266154,-0.4990455,-0.43960473,-0.5058995,-0.36850342,-0.49760848,-0.31232515,-0.3961227,-0.32497713,-0.45191008,-0.52712154,-0.47079822,-0.43747804,-0.4422442,-0.57175905,-0.56198776,-0.43238586,-0.14216864,-0.5380059,-0.75239336,-0.7724212,-0.6879569,-0.11104356,-0.5397853,-0.515475,-0.30915686,-0.57468194,-0.1452035,-0.13123937,-0.71090895,-0.81589365,0.0067347535,-0.6442988,1.2060251,3.5869005,0.6653069,0.7038051,3.3904355,1.7305322,1.5844327,-0.42831296,2.4714932,-0.009189928,-0.32093582,0.11392813,-0.5850504,-0.11906219,-0.34381318,3.3904355,-0.4258299,0.8252997,-1.8390404,1.1059109,-0.7094172,3.3904355,2.0759525,3.3456376,-0.4283047,0.0
APP,-0.31004956,0.16437669,1.7796485,-0.4674756,1.0706592,0.47834122,-0.51688725,-0.4201376,-0.46643153,-0.43505645,0.4495647,0.6494191,1.2635978,-0.40537044,-0.5805805,-0.5959015,0.07387471,-0.46642917,-0.34851366,0.3186392,0.28300914,-0.46866462,-0.25779614,0.053079158,-0.04938266,-0.27178693,-0.43588257,-0.006560816,-0.4571419,-0.49132675,-0.060001634,-0.5059696,-0.11487177,0.0046953806,-0.72811127,-0.09617843,-0.53755134,0.78163636,-0.36618987,-0.16222191,-0.07620206,-0.480721,-0.6522105,-0.73157144,-0.7554758,-0.60715854,-0.30594108,-0.40383214,1.2060251,-0.46626446,0.6653069,0.7038051,6.5981684,1.7305322,6.8322935,-0.7485306,1.7854983,1.9968004,-0.7405952,0.1716578,-1.5551383,0.3143144,-0.53156674,6.598168,-1.6675297,1.3974268,-1.5857601,2.5455165,-1.6154904,6.598168,2.3028693,8.88836,-1.9291273,0.0
TUBGCP5,0.4156303,0.17355806,1.7884544,1.23231,-0.24368638,0.11742852,0.5986776,-0.4201376,-0.46643153,-0.43505645,0.46229097,0.7130304,0.35618696,-0.40537044,1.1088388,0.33183485,-0.5033307,-0.38814333,-0.33738005,-0.10749424,-0.19705006,-0.15689522,-0.4559205,-0.3995347,-0.18052353,-0.4512713,-0.26383108,-0.03385646,-0.43332395,-0.4921462,-0.560816,0.16881076,-0.50432414,-0.43909192,-0.7721045,-0.69750243,-0.53478163,-0.466331,-0.7117684,-0.122845575,-0.7421614,-0.64038664,-0.33149362,-0.7628511,-0.61971647,-0.46235678,-0.56454647,-0.5282024,-0.82917017,2.8760016,0.6653069,0.7038051,0.44455865,1.7305322,0.017316513,0.7998213,-0.37048587,-0.3151885,0.31596085,0.7211442,-0.6385543,0.68471026,0.6995223,0.44455868,0.4311306,0.2082433,-0.011575086,0.58998287,0.6074092,0.44455868,0.47008035,0.16812839,-0.4135185,0.0
NPRL2,0.41717955,-0.48673418,-0.36630076,-0.4674756,-0.69487053,-0.6517486,0.041103534,-0.4201376,0.3594177,-0.43505645,-0.5232038,-0.0024922518,-0.6455928,-0.40537044,0.26624537,0.33225024,-0.45031554,-0.31891623,0.66844976,0.4175163,-0.6420657,-0.19166568,0.397321,-0.061480638,0.3171748,-0.4606612,-0.021798342,0.19066024,0.35473952,0.25355974,-0.31251237,-0.4626888,-0.32847896,-0.46036023,-0.6521344,-0.30082363,-0.5614219,0.018010695,-0.48157358,-0.58207005,-0.44216156,-0.3086379,-0.4167099,-0.69378555,-0.6130279,-0.7930853,-0.7464014,-0.592812,-0.82917017,-0.37795728,0.6653069,0.7038051,-0.4850291,-0.5778569,-0.19331475,0.35448977,-0.2724866,-0.7911863,-0.01627996,1.9436316,-0.64381975,1.0617404,-0.16481824,-0.48502913,0.46075517,-0.34004048,0.48216113,0.08237622,0.4020326,-0.48502913,-0.43758652,-0.28580147,0.6179113,0.0
