node_id,MF: KIRC,MF: BRCA,MF: READ,MF: PRAD,MF: STAD,MF: HNSC,MF: LUAD,MF: THCA,MF: BLCA,MF: ESCA,MF: LIHC,MF: UCEC,MF: COAD,MF: LUSC,MF: CESC,MF: KIRP,METH: KIRC,METH: BRCA,METH: READ,METH: PRAD,METH: STAD,METH: HNSC,METH: LUAD,METH: THCA,METH: BLCA,METH: ESCA,METH: LIHC,METH: UCEC,METH: COAD,METH: LUSC,METH: CESC,METH: KIRP,GE: KIRC,GE: BRCA,GE: READ,GE: PRAD,GE: STAD,GE: HNSC,GE: LUAD,GE: THCA,GE: BLCA,GE: ESCA,GE: LIHC,GE: UCEC,GE: COAD,GE: LUSC,GE: CESC,GE: KIRP,ohnolog,essentiality_percentage,essentiality_oneCellLine,expressed_tissues_rnaseq,ppin_degree,ppin_hub,ppin_betweenness,ppin_clustering,complexes,mirna,ollivier_mean,ollivier_std,ollivier_min,ollivier_max,ollivier_median,ollivier_degree,forman_mean,forman_std,forman_min,forman_max,forman_median,forman_degree,positive_curvature_degree,negative_curvature_degree,curvature_homophily,label
PRL,-0.33055896,-0.5097135,-0.270532,-0.44828185,-0.2290321,0.050040334,0.010707143,-0.12334365,-0.4638414,-0.35979557,0.35755694,-0.610674,0.7373147,2.3141327,1.0776796,-0.5667236,0.1162478,-0.0024837581,0.5602968,0.9155032,1.3717922,0.06483838,-0.103519104,-0.3410569,0.7604883,0.20032911,4.9143577,-0.5288231,0.40790665,-0.23679134,-0.26527536,-0.043831553,-0.6946801,1.6205498,-0.8073839,-0.819708,0.95236486,-0.772292,-0.82211196,-0.74307054,-0.8267953,-0.80251473,-0.84492457,1.2299819,0.8432749,0.90707064,-0.8222144,-0.6571895,-0.88155335,-0.43507296,0.6519202,-1.4693903,0.6288134,1.7625941,-0.17582987,-0.48216102,-0.09316515,-0.35619348,0.27296677,-0.44445658,-0.06463413,-0.19200225,0.25556028,0.62881345,0.12566553,-0.3632005,-0.13086532,-0.118860394,0.10069164,0.62881345,1.4105434,-0.05891983,1.1732329,1.0
DCTN1,1.1638963,0.42497462,-0.270532,-0.44828185,0.48052108,0.27967212,-0.0053394274,-0.12334365,0.29250917,-0.35979557,0.3453972,0.78590626,0.715479,-0.3678864,0.11528312,0.2779471,-0.53994596,-0.56511277,-0.5610179,-0.5460155,-0.59031904,-0.5629189,-0.5003302,-0.42879772,-0.62016714,-0.607161,-0.5809784,-0.5025136,-0.5091755,-0.49302536,-0.5672534,-0.5232388,-0.57040656,-0.716829,-0.45747578,-0.6194476,-0.42171302,-0.55255455,-0.36846286,-0.43799824,-0.6734881,-0.7612422,-0.5537,-0.7043842,-0.47065172,-0.6376222,-0.53094846,-0.62349665,-0.88155335,0.23905484,0.6519202,0.73729146,-0.17735824,-0.5673456,-0.11299308,-0.5915148,0.39584264,-0.68901986,-1.1880133,0.93975157,-1.0797176,-0.45250693,-0.93650186,-0.17735824,0.40284318,-0.04293504,0.06734709,0.3395709,0.43936354,-0.17735824,-0.42052144,0.03067518,0.7846624,1.0
DNAJB1,1.1756598,-0.5097135,1.1532198,-0.44828185,-0.21707593,-0.4742777,0.013745446,-0.12334365,0.3165218,-0.35979557,-0.45563754,-0.22583771,-0.3977495,-0.3678864,-0.5948769,-0.5667236,-0.48866773,-0.21230315,-0.5614851,0.034548033,-0.32993358,-0.33967972,-0.11535995,-0.2762634,0.005052316,-0.29271445,-0.32743838,-0.072326235,-0.34208667,-0.20305179,-0.28661692,-0.42343393,-0.5201914,-0.62578857,-0.2689292,-0.43883246,-0.4561906,0.021373136,0.120396234,0.32943422,-0.65231264,-0.15146041,-0.71687716,-0.48878568,-0.4610335,-0.5757463,-0.22350137,-0.34902227,1.1343614,-0.14223008,0.6519202,0.73729146,-0.3907566,-0.5673456,-0.15161538,-0.07286842,0.23284006,-0.6224546,-1.6384058,1.5277418,-1.4240198,-0.2939347,-2.0933337,-0.3907566,0.40178016,0.14634244,0.38364348,0.50846666,0.46758616,-0.3907566,-0.37103316,-0.26797485,-0.15128456,1.0
CD74,-0.33055896,-0.5097135,1.135334,-0.44828185,-0.6200142,-0.22309917,-0.47849283,-0.12334365,-0.4638414,-0.35979557,-0.45563754,-0.610674,-0.11608616,-0.3678864,0.2200688,-0.5667236,-0.57169867,0.4672066,-0.2837987,4.0054874,0.07473561,-0.19817534,-0.54140735,-0.26567957,-0.46545878,1.2870995,-0.42160773,-0.3632817,-0.00921483,1.8822403,-0.11831807,0.2368442,0.7491039,-0.5311989,0.25563753,-0.30746186,-0.6580461,-0.65616435,0.5007492,0.56398064,-0.77944076,-0.22236894,-0.60026145,-0.6753007,0.2049434,1.2190205,-0.659511,-0.26429525,-0.88155335,-0.41022235,0.6519202,0.73729146,0.083462,-0.5673456,-0.16415735,0.78264415,0.8848504,-0.056649685,0.5004316,0.86696005,-0.46852517,0.86129946,0.5781522,0.083462015,0.7943049,-0.42397654,0.5565522,0.5245519,0.7498127,0.083462015,0.66821986,-0.29783985,0.08706092,1.0
AFF4,-0.33055896,1.1619513,-0.270532,-0.44828185,0.5498494,-0.21701325,0.011094833,-0.12334365,2.6245542,0.8765731,0.362257,0.8923554,-0.1136757,3.6286936,0.19122815,1.1366696,-0.37601134,-0.3531594,-0.3954146,-0.40885338,-0.63803333,-0.4562889,-0.36887896,-0.18524024,-0.3995207,-0.6060635,-0.47859585,-0.13247651,-0.34751195,-0.52354074,-0.49297312,-0.47499952,-0.6124129,-0.50024056,-0.4264668,-0.4818175,-0.46765614,-0.231944,-0.51986223,-0.32159308,0.24825707,0.016105894,-0.35526264,-0.42395785,-0.36596492,-0.19379139,-0.41821992,-0.4279672,1.1343614,-0.47290024,0.6519202,0.73729146,-0.46188942,-0.5673456,-0.18233491,-0.8300165,0.06983742,1.1415255,0.36919296,-1.1305814,0.9669464,-0.45562786,0.25556028,-0.4618894,0.55385435,-0.96746016,0.94875973,0.090248615,0.4464192,-0.4618894,-0.2720567,-0.41729987,1.1790456,1.0
RAD51,0.42255586,-0.17402989,-0.270532,-0.44828185,-0.6200142,-0.4742777,0.011271202,-0.12334365,-0.4638414,-0.35979557,-0.45563754,-0.42322892,-0.3977495,0.9458771,-0.5948769,-0.5667236,-0.5045841,-0.5925409,-0.47050655,-0.44142163,-0.657329,-0.55759263,-0.5644589,-0.36978468,-0.6191357,-0.5386223,-0.5858845,-0.52315503,-0.4633374,-0.5004518,-0.5566035,-0.5253113,0.6713403,1.609192,-0.6768043,0.109804384,1.1680608,0.78903323,1.3699243,0.5448696,2.0864286,2.2357082,2.0487282,1.9986659,-0.22669423,2.0672557,1.732123,0.4282781,-0.88155335,2.1138906,0.6519202,-0.965006,-0.10622543,-0.5673456,-0.18036608,0.45315024,0.96635175,4.037115,0.50247127,0.68619287,-0.56403434,1.6488549,0.5591636,-0.10622544,0.79565644,-0.7553273,1.012019,0.6371491,0.67220044,-0.10622544,0.12384922,-0.20824485,0.4803129,1.0
CTNNB1,-0.33055896,-0.1958984,-0.270532,5.723413,4.587597,0.5207511,1.7884816,0.4167421,2.412846,-0.35979557,32.333656,14.548373,2.5011368,-0.3678864,0.20012264,1.8471358,-0.59991425,-0.59486717,-0.56698436,-0.5535382,-0.66282326,-0.57277435,-0.60041165,-0.4826095,-0.6327475,-0.62440443,-0.58754885,-0.5427524,-0.53311604,-0.5980372,-0.5872617,-0.5531918,-0.56061107,-0.28406188,-0.26434147,-0.30686092,-0.22223856,-0.5671045,-0.7390767,-0.07600232,-0.57349306,-0.4670316,-0.46516767,-0.43842524,-0.349887,-0.5210816,-0.49078557,-0.21247534,1.1343614,-0.3465437,0.6519202,0.73729146,7.576116,1.7625941,17.99789,-0.6982678,7.2419515,0.7088511,-1.5319384,0.6085692,-1.7408513,-0.53948313,-1.7933041,7.5761166,-1.676764,0.48832753,-3.0956168,-0.93921113,-1.5926678,7.5761166,2.4003081,8.094226,-0.43431577,1.0
SMARCA4,4.757366,1.4016492,-0.270532,0.33121848,0.07247474,1.8087012,2.702843,0.14294778,2.4533987,7.6718574,0.3076224,1.7620921,0.31728333,-0.3678864,-0.5948769,4.3826075,-0.57474154,-0.57061726,-0.50924987,-0.5080665,-0.64708287,-0.5190179,-0.5446466,-0.42621478,-0.59484386,-0.59549963,-0.5641365,-0.50758505,-0.50698215,-0.50697535,-0.5747482,-0.5512441,-0.30131564,-0.11712136,-0.26910263,0.2361503,0.095704384,-0.6138033,-0.44282266,0.20145719,0.004629404,-0.29439625,0.7236474,0.19112694,-0.17298257,-0.4774548,-0.14520922,-0.6066934,1.1343614,0.57438403,0.6519202,0.73729146,-0.41446754,-0.5673456,-0.15501188,-0.19401209,3.1668866,-0.48932403,-0.9460387,-0.18346588,-0.25957754,-0.751669,-1.0465508,-0.41446754,0.18734226,0.41233748,0.020956948,0.4602107,0.22416577,-0.41446754,-0.47000965,-0.23810984,0.72317433,1.0
MSH6,0.42014214,0.15607668,-0.270532,1.125362,0.108091354,0.045217633,-0.0030773066,-0.12334365,0.30200648,2.0816555,0.35009208,0.6181352,-0.11687668,-0.3678864,0.10627393,-0.5667236,-0.51374805,-0.5866341,-0.39228076,-0.54111314,-0.5712642,-0.56416607,-0.58919835,-0.43048158,-0.44093528,-0.5658782,-0.5372833,-0.35657674,-0.49463382,-0.5426775,-0.5400963,-0.53578275,-0.6796706,-0.4826322,-0.4028824,-0.4427504,0.024002938,0.18139628,-0.181739,-0.34775114,-0.68674314,-0.13291295,-0.02128633,-0.416907,-0.008939253,0.24902472,-0.7534545,-0.27641684,-0.88155335,-0.47307432,0.6519202,0.73729146,-0.48560035,-0.5673456,-0.18233554,-0.8300165,1.6183621,1.1748081,0.36812162,-1.0986413,0.9574289,-0.43343467,0.24549487,-0.48560032,0.5468509,-0.82749385,0.91080415,0.1787178,0.4111409,-0.48560032,-0.32154492,-0.41729987,-1.131765,1.0
AKT1,-0.33055896,7.8646464,-0.270532,1.1266065,-0.24527964,0.040023882,-0.47849283,0.96119446,1.0825062,-0.35979557,-0.45563754,1.8567919,0.14515327,0.9095439,2.7278862,-0.5667236,-0.56078374,-0.57774174,-0.54472446,-0.5081642,-0.60769224,-0.5724846,-0.58043855,-0.22835669,-0.5292952,-0.5865975,-0.5850526,-0.4668809,-0.4900709,-0.4829636,-0.5614322,-0.51662326,-0.6686791,-0.3859643,-0.38964155,-0.7636273,-0.6780748,-0.42684478,-0.44000104,-0.604872,-0.77872324,-0.44545588,-0.49010688,-0.6562413,-0.7035409,-0.6376115,-0.79710454,-0.5027449,1.1343614,-0.13401468,0.6519202,0.73729146,6.011195,1.7625941,7.9138722,-0.60997885,1.2108556,1.4410692,-1.2491715,0.2976802,-1.565183,0.88247716,-1.178232,6.0111947,-1.172576,-0.07413493,-1.6406535,1.1599216,-1.2116619,6.0111947,-0.42052144,7.8254414,0.49572727,1.0
KIT,-0.33055896,-0.17510217,2.5510008,-0.44828185,-0.6200142,0.2980698,1.4465768,-0.12334365,-0.4638414,0.880688,2.0048535,0.91768485,0.4506,0.97171736,-0.5948769,-0.5667236,1.2517039,2.0414715,0.16265714,2.4490623,-0.3631606,0.18866058,0.0743126,-0.16960609,1.9925876,1.2971818,0.5343859,-0.05975913,1.0281892,-0.49335417,0.65194607,0.6797965,1.3175921,3.6630757,1.5285743,2.0905204,2.2020442,1.2928392,0.11652436,4.1321487,1.9776584,3.121591,-0.5094379,1.6326406,1.8954083,1.4021498,1.2201629,1.9065298,1.1343614,-0.503708,-1.53393,0.35900313,1.9092038,1.7625941,0.09537529,-0.28259674,1.6183621,0.009915628,-0.0033617357,0.07793515,-0.83216286,0.27847654,-0.02606784,1.9092038,-0.056991678,-0.019334426,-0.113996185,0.09829127,-0.07569997,1.9092038,1.4105434,1.5537903,0.64151436,1.0
AURKB,-0.33055896,-0.5097135,-0.270532,1.1219193,-0.6200142,-0.4742777,-0.47849283,-0.12334365,1.0946283,-0.35979557,-0.45563754,-0.610674,-0.3977495,-0.3678864,-0.5948769,-0.5667236,0.11451883,-0.43941686,-0.43861505,-0.34375206,-0.5942203,-0.35379553,-0.12175378,0.37084273,-0.35705805,-0.5657246,0.61431223,-0.3818413,-0.52561986,-0.4111423,-0.51914155,0.26512477,1.5996566,2.3340714,-0.71108234,1.498154,0.82784075,1.0512282,2.8586326,1.6179359,2.7687364,1.8421555,3.2012706,4.0912976,0.38848147,3.1555624,3.7922628,1.4247029,1.1343614,2.1435862,0.6519202,-0.71281374,2.0277584,1.7625941,0.9936149,-0.5442143,1.4553596,-0.42275876,-1.6009976,0.50765234,-1.9767696,-0.50510436,-1.1699656,2.0277584,-0.46446794,0.3481129,-1.2610978,-0.18320164,-0.49903983,2.0277584,-0.42052144,2.8081205,-0.69557303,1.0
HIF1A,1.1686625,0.1575919,1.075489,-0.44828185,-0.2688697,0.30531815,0.5020302,0.41899934,0.3135795,-0.35979557,0.32546157,0.5016112,-0.3977495,-0.3678864,1.716255,1.1310608,-0.19167484,-0.19482663,-0.17677146,-0.48852676,-0.54734576,-0.44152126,-0.3137137,-0.32923865,-0.22018312,-0.46426064,-0.42055222,-0.08737969,-0.42677182,-0.34215942,-0.43357453,-0.3639096,0.13515061,-0.78185356,-0.41993472,-0.47560707,-0.22281437,0.26563734,-0.28670886,-0.3409021,-0.6834549,0.1232039,-0.78651345,-0.25269902,-0.6135712,-0.19902128,-0.10679239,-0.6394764,1.1343614,-0.47307432,0.6519202,0.73729146,3.4504144,1.7625941,3.1509871,-0.52738124,1.2108556,1.9403088,-1.3149382,0.13687013,-1.6102573,-0.5229953,-1.1445192,3.4504142,-0.6168349,0.39612484,-1.2610978,-0.0062632365,-0.5625408,3.4504142,-0.37103316,4.5701556,-0.10333958,1.0
MAML2,-0.33055896,0.16166185,-0.270532,0.34025818,0.15409435,0.049013346,0.012882238,-0.12334365,-0.4638414,0.87158114,3.6245768,1.1115819,0.15571368,0.9655538,1.9161314,3.6989696,-0.19822592,-0.5297468,-0.34689066,-0.06407222,-0.522099,-0.23509344,-0.2981382,-0.4217657,-0.11501977,-0.61282045,-0.3749465,-0.1341898,-0.4271848,-0.59240896,-0.29261586,-0.25811067,-0.5960239,1.9602019,-0.5882875,1.2593442,-0.083929464,-0.18613367,0.27697334,-0.5224739,-0.024825951,-0.7646575,-0.63000584,-0.2557316,-0.34399122,0.32671654,-0.26382044,-0.034152947,-0.88155335,-0.429937,0.6519202,0.6111953,0.01232924,-0.5673456,-0.15927166,0.12629439,1.5368607,-0.6224546,-0.14322278,1.0410513,-0.6685805,0.24553785,0.5552453,0.012329222,0.7125984,-0.5661815,0.77163374,0.49238133,0.7004231,0.012329222,0.17333746,-0.088784836,0.3907331,1.0
AURKA,-0.33055896,-0.5097135,-0.270532,-0.44828185,-0.6200142,-0.4742777,-0.47849283,-0.12334365,-0.4638414,-0.35979557,0.3626427,-0.42890394,-0.3977495,-0.3678864,-0.5948769,-0.5667236,-0.5562274,-0.55885017,-0.5553457,-0.48942375,-0.64988923,-0.52580076,-0.5469986,-0.4109057,-0.6033576,-0.58953255,-0.5799339,-0.5053254,-0.4874079,-0.4939584,-0.55197686,-0.5519569,-0.11875981,2.3237092,0.9302621,0.404656,1.9847233,1.4217066,1.9369482,-0.29959413,2.3093336,1.9626547,2.8947515,2.8282313,0.76523864,1.9785244,2.444869,0.06008634,1.1343614,1.9409693,0.6519202,0.42205122,1.0081884,1.7625941,1.8434459,-0.24441801,0.80334914,1.6074824,-0.48084638,0.6490744,-2.317482,-0.47227275,-0.15655012,1.0081884,-0.4039157,0.9555577,-2.167814,0.2511017,-0.47081718,1.0081884,-0.42052144,1.5239253,0.76311773,1.0
TLR4,0.41805583,0.8158857,-0.270532,1.1242459,2.9109166,1.547519,3.8428957,0.14808907,-0.4638414,-0.35979557,-0.45563754,-0.25653905,-0.3977495,2.2614734,0.19087239,-0.5667236,2.0259192,0.83020014,-0.24010056,0.400521,0.58107996,0.9705063,-0.27669725,-0.23175561,0.52764475,0.12725873,1.8651036,1.1385409,-0.47116086,-0.03308176,-0.5312909,2.2460508,-0.30695632,1.1095744,-0.506686,0.52740496,-0.6717055,-0.42803013,1.4345471,-0.45593196,0.76969796,0.107780814,1.1335118,0.8238377,-0.41467544,1.389891,0.85037464,0.15104744,1.1343614,-0.46707174,0.6519202,0.6111953,0.7473681,1.7625941,0.48985395,-0.03768781,1.9443673,-0.02336703,-0.53978205,0.23597603,-0.34334886,0.17826478,-0.67064387,0.74736816,-0.34487483,1.4663287,-1.4635274,0.48433867,-0.11097829,0.74736816,-0.024615495,0.9564902,0.87551415,1.0
BAD,-0.33055896,-0.5097135,-0.270532,-0.44828185,-0.22075757,0.5566568,-0.47849283,0.41978213,-0.4638414,-0.35979557,-0.45563754,-0.22185326,-0.3977495,-0.3678864,-0.5948769,1.1440138,-0.49222317,-0.5654466,-0.41131756,-0.49148163,-0.5673698,-0.56005967,-0.54657996,-0.41876554,-0.5299381,-0.57872593,-0.5050539,-0.52552027,-0.5272679,-0.3978021,-0.5840197,-0.488283,-0.6685853,-0.47057846,0.20076457,-0.7022226,0.23707643,-0.54099035,-0.59470296,-0.5752319,-0.5747279,-0.38413724,-0.6285185,-0.55640286,0.13959888,-0.81659573,-0.53701067,-0.5797414,-0.88155335,-0.47143322,0.6519202,0.73729146,0.17830577,1.7625941,-0.058424693,-0.02988196,-0.2561677,-0.7888678,-0.85165685,0.171486,-0.74407923,-0.7940188,-0.7727059,0.17830575,-0.3220244,2.1572943,-1.944298,0.3074003,0.17124829,0.17830575,-0.47000965,0.50851524,0.88831615,1.0
CHEK2,-0.33055896,0.15311338,-0.270532,-0.44828185,0.5627699,0.047956087,-0.47849283,0.96223605,0.30605787,-0.35979557,-0.45563754,0.3306264,-0.13097608,-0.3678864,-0.5948769,1.1392435,-0.5305963,-0.5520281,-0.52728164,-0.480851,-0.5277903,-0.48912573,-0.46006438,-0.4503218,-0.6190915,-0.47870538,-0.43700254,-0.51738334,-0.45122924,-0.43371677,-0.541092,-0.23411705,0.3072376,-0.33043635,0.16053282,-0.45215285,0.50525093,0.09020748,0.5426659,-0.19785856,-0.07770306,0.9752096,0.24772458,0.3855949,0.11174133,0.8310984,0.20901035,0.90730345,-0.88155335,-0.503708,-1.53393,0.4850993,0.2968604,1.7625941,-0.053848654,-0.49182367,-0.33766904,1.740613,-0.91536796,0.3315715,-0.66255105,-0.6317862,-0.79876846,0.2968604,0.47856763,-0.17406014,0.058912516,0.29935762,0.48522535,0.2968604,-0.47000965,0.65784025,0.7705847,1.0
NOTCH1,1.1768404,0.8315576,1.1500936,0.34047046,2.520564,14.382784,0.4979434,-0.12334365,0.3124819,7.0757856,1.9989389,1.2843322,0.72382367,0.96719885,6.863895,1.1385577,-0.5695336,-0.3663874,-0.064979225,-0.22576015,-0.55736464,-0.34761462,-0.57469565,-0.06502972,-0.0896024,-0.61478037,-0.47708553,-0.32882628,-0.4706635,-0.49390537,-0.4887608,-0.2169311,-0.15107635,0.08969567,-0.27086544,0.78090733,0.52232426,-0.6397763,0.49689916,-0.5166411,-0.3637854,0.5597927,-0.37970978,-0.41263667,-0.52989185,-0.42763978,-0.4441443,0.22014649,1.1343614,-0.47272417,0.6519202,0.73729146,1.482407,1.7625941,3.3880336,-0.63164574,4.0634007,0.6090031,-1.5927323,0.82243717,-1.834733,-0.49162725,-1.9224925,1.482407,-0.017738312,1.0287112,-1.5436559,0.090248615,0.21005444,1.482407,-0.37103316,2.0913606,0.01918659,1.0
SIRPA,0.4212766,0.8287098,-0.270532,1.9164686,0.17941864,-0.21604152,0.4633894,-0.12334365,1.0819113,-0.35979557,-0.45563754,-0.22874622,-0.13597591,-0.3678864,-0.5948769,0.28217003,3.3308616,3.6480608,1.8379782,2.8867714,0.523465,1.8149703,0.53815526,0.33893895,0.9887707,1.7020575,-0.4778246,1.0340803,1.6864651,1.2705307,1.2821516,4.480575,0.65044886,0.9304252,-0.18537286,0.51607156,-0.08674262,0.1951495,0.897772,-0.6117386,0.0698488,-0.15359473,-0.45410007,-0.14812972,-0.48777524,0.2521683,-0.7209604,0.26878962,-0.88155335,-0.47307432,0.6519202,0.73729146,-0.5330222,-0.5673456,-0.18233685,-0.8300165,-0.09316515,0.6090031,0.28198847,-1.1305814,0.91661644,-0.53687745,0.17230755,-0.53302217,-1.105955,-0.96746016,-0.0507369,-1.8158604,-1.2257732,-0.53302217,-0.42052144,-0.41729987,-0.8033936,1.0
NCOA3,0.4194184,1.1582865,-0.270532,0.3392044,0.94033486,1.0812732,0.49168524,0.14778917,-0.4638414,-0.35979557,1.9883436,1.4182582,0.1473804,-0.3678864,0.18901254,1.9914063,-0.5321331,-0.57894737,-0.50665635,-0.52899337,-0.63013285,-0.56506735,-0.56755644,-0.39949957,-0.5740174,-0.6196158,-0.5774478,-0.50771034,-0.5158786,-0.51433855,-0.5871241,-0.52528906,-0.6726928,-0.73359734,-0.49059644,-0.5469528,-0.37933415,-0.36797747,-0.8032412,-0.58189636,-0.60990524,-0.42928803,-0.2730798,-0.7102698,-0.6219062,-0.6504175,-0.6280744,-0.58724636,1.1343614,-0.47307432,0.6519202,0.73729146,1.4349853,1.7625941,1.022649,-0.62476546,0.8848504,2.9055054,-1.279705,1.1005641,-1.3234588,-0.55549717,-1.7821739,1.4349852,-0.11055302,1.2024978,-2.0665991,0.017864726,0.15713696,1.4349852,-0.42052144,2.0614955,0.111392066,1.0
NOTCH2,0.41524068,2.7895687,1.1188662,1.1234945,2.5147657,2.5930862,2.869644,-0.12334365,1.7621994,3.3401318,-0.45563754,0.3028433,0.12835635,-0.3678864,1.7040496,4.541276,-0.59991425,-0.59486717,-0.56698436,-0.5535382,-0.66282326,-0.57277435,-0.60041165,-0.4826095,-0.6327475,-0.62440443,-0.58754885,-0.5427524,-0.53311604,-0.5980372,-0.5872617,-0.5531918,-0.6873588,-0.12815988,-0.282581,-0.3872907,-0.43432707,-0.21358575,-0.6637239,-0.60046875,0.1696536,-0.74869806,-0.8402101,-0.28629258,-0.4215604,-0.1679847,-0.7138749,-0.20268703,1.1343614,-0.34423247,0.6519202,0.73729146,0.67623526,1.7625941,0.00083288894,-0.60698324,0.5588452,1.0416776,-1.126486,0.78057736,-1.4966049,-0.44986615,-0.8956976,0.6762353,0.4617325,-0.39946145,0.44268548,0.28327233,0.45347485,0.6762353,-0.22256845,0.98635525,0.23657434,1.0
ERCC4,-0.33055896,-0.17418028,-0.270532,0.34001034,-0.6200142,0.2876351,-0.012177551,0.41371334,-0.4638414,-0.35979557,0.36489484,0.3469056,-0.3977495,-0.3678864,1.0748384,-0.5667236,-0.38667774,-0.32604086,-0.48442623,-0.53440607,-0.5979877,-0.40586653,-0.39368978,-0.2442929,-0.49461588,-0.36152273,-0.44656575,-0.3359537,-0.322502,-0.21345581,-0.23659454,-0.4881465,-0.4291897,-0.7181387,-0.7915448,-0.04901503,-0.44045845,-0.52637136,-0.7619805,-0.24928029,-0.34340727,-0.61553067,-0.7569481,-0.35199305,-0.4509308,-0.8545826,-0.47693065,-0.6342185,-0.88155335,0.23150133,0.6519202,0.6111953,0.2968604,1.7625941,-0.14640246,-0.19905974,0.8848504,-0.2896282,-0.041759077,-0.24522863,-0.18655755,0.19213554,-0.081280805,0.2968604,0.62758476,-0.6955445,0.8601967,0.3958695,0.5451985,0.2968604,0.024872743,0.35919023,0.34554127,1.0
SRSF2,-0.33055896,-0.5097135,-0.270532,1.1291937,0.16140208,-0.4742777,-0.47849283,-0.12334365,-0.4638414,-0.35979557,0.36492795,-0.41997162,-0.3977495,-0.3678864,-0.5948769,-0.5667236,-0.54994816,-0.54400015,-0.49714592,-0.45794228,-0.6218783,-0.50588685,-0.53234714,-0.44476652,-0.5177651,-0.60772324,-0.54378146,-0.50010276,-0.50367296,-0.5568618,-0.5705283,-0.49837282,-0.5170996,-0.5933336,-0.5202275,-0.30858067,-0.29140827,-0.5650656,-0.53658885,-0.35303524,-0.44269505,0.10321547,-0.34262782,-0.44909617,-0.3276995,-0.37827498,-0.27753136,-0.5509321,-0.88155335,1.8782852,0.6519202,0.73729146,0.3917041,1.7625941,-0.13358177,-0.30408975,1.047853,2.872223,0.33844355,0.2862271,-0.9906042,0.7181983,0.318765,0.39170414,0.16166309,-0.4050389,0.56076944,0.4119548,-0.05453297,0.39170414,1.311567,-0.29783985,0.58079684,1.0
EP300,1.1719829,1.4857812,2.526074,2.7081602,2.14503,4.741352,-0.008296769,-0.12334365,11.149342,2.1154635,2.8012326,3.0288858,0.44459122,0.96768653,4.2308254,5.405038,-0.39795908,-0.4254506,-0.29027554,-0.30066326,-0.43029886,-0.52067906,-0.38856024,0.04522326,-0.43114612,-0.08985185,0.022837002,-0.33270094,-0.1916221,-0.37875122,-0.3259364,0.29852945,-0.5443083,-0.44877917,-0.68504196,-0.6226391,-0.58555424,-0.6385385,-0.44765002,-0.20956255,-0.2839374,-0.7892977,-0.63055694,-0.68042296,-0.52213126,-0.6886763,-0.63045543,-0.084634684,1.1343614,1.4099987,0.6519202,0.73729146,3.9246328,1.7625941,8.350755,-0.66265625,8.301469,0.9085469,-1.6312197,0.52845025,-2.0923707,-0.52643466,-1.5535779,3.9246328,-0.7258438,0.9641828,-2.4841106,-0.65771824,-0.5554851,3.9246328,-0.42052144,5.197321,0.089596204,1.0
MET,0.42210823,-0.17433782,-0.270532,-0.44828185,-0.24154948,0.3105408,0.98200905,-0.12334365,1.0864528,-0.35979557,-0.45563754,0.5307694,-0.3977495,-0.3678864,-0.5948769,11.357504,-0.10414464,0.23016791,0.18454355,-0.0055718007,-0.41453636,-0.3058618,-0.13050386,-0.066935025,0.3019399,-0.4879629,-0.43821353,0.5458424,-0.25264308,-0.18189426,0.15341079,0.47539625,0.25793818,1.9094485,0.96621776,1.6917146,1.4930832,0.8476324,-0.36007527,2.857313,-0.11995232,0.208395,-0.624375,0.028638484,1.1440953,-0.77680033,0.35856706,1.2555468,1.1343614,-0.503708,-1.53393,0.42205122,2.4308443,1.7625941,0.4436642,-0.22268276,2.5963776,0.47587258,-0.13137497,0.42596784,-1.7305161,1.0814478,-0.013353263,2.4308443,-0.26849118,0.6759487,-1.471962,0.685405,-0.19564626,2.4308443,1.9054258,1.9121704,0.5188968,1.0
EED,-0.33055896,0.1611488,-0.270532,-0.44828185,0.18415979,0.048829224,0.0074788723,0.14738715,1.0823156,-0.35979557,-0.45563754,-0.41940472,-0.114171065,0.9674827,-0.5948769,-0.5667236,-0.48805398,-0.55283475,-0.49690062,-0.5091053,-0.47581792,-0.5184534,-0.51383793,-0.3209505,-0.54282147,-0.37564436,-0.41096485,-0.49232382,-0.4723816,-0.37551793,-0.43227828,-0.37753186,-0.48617494,-0.6219634,-0.6259977,-0.8017913,0.16179727,-0.24310897,-0.21837275,-0.4446472,-0.64082617,-0.4085506,0.174316,-0.66871697,-0.6738551,-0.17435706,-0.46042112,-0.54769063,-0.88155335,0.93054307,0.6519202,0.73729146,-0.082514495,-0.5673456,-0.1818157,0.6093618,2.433375,0.07648086,0.09903701,0.1118391,0.09499787,0.28804177,0.12020603,-0.08251451,0.61198264,-0.44353464,0.4975102,0.43608275,0.5804768,-0.08251451,0.024872743,-0.11864983,0.13762395,1.0
